"gutenberg_id" "text"
"76" 1608 ""
"77" 1608 "On a large table against the wall, a table three feet in width and six"
"78" 1608 "in length, glittered all the treasures of Aucoc and Odiot. It was a"
"79" 1608 "magnificent collection, and there was not one of those thousand little"
"80" 1608 "things so necessary to the toilet of a woman of the kind which was not"
"81" 1608 "in gold or silver. Such a collection could only have been got together"
"82" 1608 "little by little, and the same lover had certainly not begun and ended"
"83" 1608 "it."
"84" 1608 ""
"85" 1608 "Not being shocked at the sight of a kept woman’s dressing-room, I"
"86" 1608 "amused myself with examining every detail, and I discovered that these"
"87" 1608 "magnificently chiselled objects bore different initials and different"
"88" 1608 "coronets. I looked at one after another, each recalling a separate"
"89" 1608 "shame, and I said that God had been merciful to the poor child, in not"
"90" 1608 "having left her to pay the ordinary penalty, but rather to die in"
"91" 1608 "the midst of her beauty and luxury, before the coming of old age, the"
"92" 1608 "courtesan’s first death."
"93" 1608 ""
"94" 1608 "Is there anything sadder in the world than the old age of vice,"
"95" 1608 "especially in woman? She preserves no dignity, she inspires no interest."
"96" 1608 "The everlasting repentance, not of the evil ways followed, but of the"
"97" 1608 "plans that have miscarried, the money that has been spent in vain, is"
"98" 1608 "as saddening a thing as one can well meet with. I knew an aged woman who"
"99" 1608 "had once been “gay,” whose only link with the past was a daughter almost"
"100" 1608 "as beautiful as she herself had been. This poor creature to whom her"
"101" 1608 "mother had never said, “You are my child,” except to bid her nourish her"
"102" 1608 "old age as she herself had nourished her youth, was called Louise, and,"
"103" 1608 "being obedient to her mother, she abandoned herself without volition,"
"104" 1608 "without passion, without pleasure, as she would have worked at any other"
"105" 1608 "profession that might have been taught her."
"106" 1608 ""
"107" 1608 "The constant sight of dissipation, precocious dissipation, in addition"
"108" 1608 "to her constant sickly state, had extinguished in her mind all the"
"109" 1608 "knowledge of good and evil that God had perhaps given her, but that no"
"110" 1608 "one had ever thought of developing. I shall always remember her, as"
"111" 1608 "she passed along the boulevards almost every day at the same hour,"
"112" 1608 "accompanied by her mother as assiduously as a real mother might have"
"113" 1608 "accompanied her daughter. I was very young then, and ready to accept for"
"114" 1608 "myself the easy morality of the age. I remember, however, the"
"115" 1608 "contempt and disgust which awoke in me at the sight of this scandalous"
"116" 1608 "chaperoning. Her face, too, was inexpressibly virginal in its expression"
"117" 1608 "of innocence and of melancholy suffering. She was like a figure of"
"118" 1608 "Resignation."
"119" 1608 ""
"120" 1608 "One day the girl’s face was transfigured. In the midst of all the"
"121" 1608 "debauches mapped out by her mother, it seemed to her as if God had left"
"122" 1608 "over for her one happiness. And why indeed should God, who had made her"
"123" 1608 "without strength, have left her without consolation, under the sorrowful"
"124" 1608 "burden of her life? One day, then, she realized that she was to have a"
"125" 1608 "child, and all that remained to her of chastity leaped for joy. The soul"
"126" 1608 "has strange refuges. Louise ran to tell the good news to her mother."
"127" 1608 "It is a shameful thing to speak of, but we are not telling tales of"
"128" 1608 "pleasant sins; we are telling of true facts, which it would be better,"
"129" 1608 "no doubt, to pass over in silence, if we did not believe that it is"
"130" 1608 "needful from time to time to reveal the martyrdom of those who are"
"131" 1608 "condemned without bearing, scorned without judging; shameful it is, but"
"132" 1608 "this mother answered the daughter that they had already scarce enough"
"133" 1608 "for two, and would certainly not have enough for three; that such"
"134" 1608 "children are useless, and a lying-in is so much time lost."
"135" 1608 ""
"136" 1608 "Next day a midwife, of whom all we will say is that she was a friend of"
"137" 1608 "the mother, visited Louise, who remained in bed for a few days, and then"
"138" 1608 "got up paler and feebler than before."
"139" 1608 ""
"140" 1608 "Three months afterward a man took pity on her and tried to heal her,"
"141" 1608 "morally and physically; but the last shock had been too violent, and"
"142" 1608 "Louise died of it. The mother still lives; how? God knows."
"143" 1608 ""
"144" 1608 "This story returned to my mind while I looked at the silver toilet"
"145" 1608 "things, and a certain space of time must have elapsed during these"
"146" 1608 "reflections, for no one was left in the room but myself and an"
"147" 1608 "attendant, who, standing near the door, was carefully watching me to see"
"148" 1608 "that I did not pocket anything."
"149" 1608 ""
"150" 1608 "I went up to the man, to whom I was causing so much anxiety. “Sir,” I"
"151" 1608 "said, “can you tell me the name of the person who formerly lived here?”"
"152" 1608 ""
"153" 1608 "“Mademoiselle Marguerite Gautier.”"
"154" 1608 ""
"155" 1608 "I knew her by name and by sight."
"156" 1608 ""
"157" 1608 "“What!” I said to the attendant; “Marguerite Gautier is dead?”"
"158" 1608 ""
"159" 1608 "“Yes, sir.”"
"160" 1608 ""
"161" 1608 "“When did she die?”"
"162" 1608 ""
"163" 1608 "“Three weeks ago, I believe.”"
"164" 1608 ""
"165" 1608 "“And why are the rooms on view?”"
"166" 1608 ""
"167" 1608 "“The creditors believe that it will send up the prices. People can see"
"168" 1608 "beforehand the effect of the things; you see that induces them to buy.”"
"169" 1608 ""
"170" 1608 "“She was in debt, then?”"
"171" 1608 ""
"172" 1608 "“To any extent, sir.”"
"173" 1608 ""
"174" 1608 "“But the sale will cover it?”"
"175" 1608 ""
"176" 1608 "“And more too.”"
"177" 1608 ""
"178" 1608 "“Who will get what remains over?”"
"179" 1608 ""
"180" 1608 "“Her family.”"
"181" 1608 ""
"182" 1608 "“She had a family?”"
"183" 1608 ""
"184" 1608 "“It seems so.”"
"185" 1608 ""
"186" 1608 "“Thanks.”"
"187" 1608 ""
"188" 1608 "The attendant, reassured as to my intentions, touched his hat, and I"
"189" 1608 "went out."
"190" 1608 ""
"191" 1608 "“Poor girl!” I said to myself as I returned home; “she must have had a"
"192" 1608 "sad death, for, in her world, one has friends only when one is perfectly"
"193" 1608 "well.” And in spite of myself I began to feel melancholy over the fate"
"194" 1608 "of Marguerite Gautier."
"195" 1608 ""
"196" 1608 "It will seem absurd to many people, but I have an unbounded sympathy"
"197" 1608 "for women of this kind, and I do not think it necessary to apologize for"
"198" 1608 "such sympathy."
"199" 1608 ""
"200" 1608 "One day, as I was going to the Prefecture for a passport, I saw in one"
"201" 1608 "of the neighbouring streets a poor girl who was being marched along by"
"202" 1608 "two policemen. I do not know what was the matter. All I know is that she"
"203" 1608 "was weeping bitterly as she kissed an infant only a few months old, from"
"204" 1608 "whom her arrest was to separate her. Since that day I have never dared"
"205" 1608 "to despise a woman at first sight."
"206" 1608 ""
"207" 1608 ""
"208" 1608 ""
"209" 1608 "<Chapter 2>"
"210" 1608 ""
"211" 1608 "The sale was to take place on the 16th. A day’s interval had been left"
"212" 1608 "between the visiting days and the sale, in order to give time for taking"
"213" 1608 "down the hangings, curtains, etc. I had just returned from abroad. It"
"214" 1608 "was natural that I had not heard of Marguerite’s death among the pieces"
"215" 1608 "of news which one’s friends always tell on returning after an absence."
"216" 1608 "Marguerite was a pretty woman; but though the life of such women makes"
"217" 1608 "sensation enough, their death makes very little. They are suns which set"
"218" 1608 "as they rose, unobserved. Their death, when they die young, is heard"
"219" 1608 "of by all their lovers at the same moment, for in Paris almost all"
"220" 1608 "the lovers of a well-known woman are friends. A few recollections are"
"221" 1608 "exchanged, and everybody’s life goes on as if the incident had never"
"222" 1608 "occurred, without so much as a tear."
"223" 1608 ""
"224" 1608 "Nowadays, at twenty-five, tears have become so rare a thing that they"
"225" 1608 "are not to be squandered indiscriminately. It is the most that can be"
"226" 1608 "expected if the parents who pay for being wept over are wept over in"
"227" 1608 "return for the price they pay."
"228" 1608 ""
"229" 1608 "As for me, though my initials did not occur on any of Marguerite’s"
"230" 1608 "belongings, that instinctive indulgence, that natural pity that I have"
"231" 1608 "already confessed, set me thinking over her death, more perhaps than it"
"232" 1608 "was worth thinking over. I remembered having often met Marguerite in the"
"233" 1608 "Bois, where she went regularly every day in a little blue coupe drawn by"
"234" 1608 "two magnificent bays, and I had noticed in her a distinction quite apart"
"235" 1608 "from other women of her kind, a distinction which was enhanced by a"
"236" 1608 "really exceptional beauty."
"237" 1608 ""
"238" 1608 "These unfortunate creatures whenever they go out are always accompanied"
"239" 1608 "by somebody or other. As no man cares to make himself conspicuous by"
"240" 1608 "being seen in their company, and as they are afraid of solitude, they"
"241" 1608 "take with them either those who are not well enough off to have a"
"242" 1608 "carriage, or one or another of those elegant, ancient ladies, whose"
"243" 1608 "elegance is a little inexplicable, and to whom one can always go for"
"244" 1608 "information in regard to the women whom they accompany."
"245" 1608 ""
"246" 1608 "In Marguerite’s case it was quite different. She was always alone when"
"247" 1608 "she drove in the Champs-Elysees, lying back in her carriage as much as"
"248" 1608 "possible, dressed in furs in winter, and in summer wearing very simple"
"249" 1608 "dresses; and though she often passed people whom she knew, her smile,"
"250" 1608 "when she chose to smile, was seen only by them, and a duchess might"
"251" 1608 "have smiled in just such a manner. She did not drive to and fro like the"
"252" 1608 "others, from the Rond-Point to the end of the Champs-Elysees. She drove"
"253" 1608 "straight to the Bois. There she left her carriage, walked for an hour,"
"254" 1608 "returned to her carriage, and drove rapidly home."
"255" 1608 ""
"256" 1608 "All these circumstances which I had so often witnessed came back to my"
"257" 1608 "memory, and I regretted her death as one might regret the destruction of"
"258" 1608 "a beautiful work of art."
"259" 1608 ""
"260" 1608 "It was impossible to see more charm in beauty than in that of"
"261" 1608 "Marguerite. Excessively tall and thin, she had in the fullest degree the"
"262" 1608 "art of repairing this oversight of Nature by the mere arrangement of the"
"263" 1608 "things she wore. Her cashmere reached to the ground, and showed on each"
"264" 1608 "side the large flounces of a silk dress, and the heavy muff which she"
"265" 1608 "held pressed against her bosom was surrounded by such cunningly arranged"
"266" 1608 "folds that the eye, however exacting, could find no fault with the"
"267" 1608 "contour of the lines. Her head, a marvel, was the object of the most"
"268" 1608 "coquettish care. It was small, and her mother, as Musset would say,"
"269" 1608 "seemed to have made it so in order to make it with care."
"270" 1608 ""
"271" 1608 "Set, in an oval of indescribable grace, two black eyes, surmounted by"
"272" 1608 "eyebrows of so pure a curve that it seemed as if painted; veil these"
"273" 1608 "eyes with lovely lashes, which, when drooped, cast their shadow on the"
"274" 1608 "rosy hue of the cheeks; trace a delicate, straight nose, the nostrils"
"275" 1608 "a little open, in an ardent aspiration toward the life of the senses;"
"276" 1608 "design a regular mouth, with lips parted graciously over teeth as white"
"277" 1608 "as milk; colour the skin with the down of a peach that no hand"
"278" 1608 "has touched, and you will have the general aspect of that charming"
"279" 1608 "countenance. The hair, black as jet, waving naturally or not, was"
"280" 1608 "parted on the forehead in two large folds and draped back over the head,"
"281" 1608 "leaving in sight just the tip of the ears, in which there glittered two"
"282" 1608 "diamonds, worth four to five thousand francs each. How it was that her"
"283" 1608 "ardent life had left on Marguerite’s face the virginal, almost childlike"
"284" 1608 "expression, which characterized it, is a problem which we can but state,"
"285" 1608 "without attempting to solve it."
"286" 1608 ""
"287" 1608 "Marguerite had a marvellous portrait of herself, by Vidal, the only man"
"288" 1608 "whose pencil could do her justice. I had this portrait by me for a few"
"289" 1608 "days after her death, and the likeness was so astonishing that it has"
"290" 1608 "helped to refresh my memory in regard to some points which I might not"
"291" 1608 "otherwise have remembered."
"292" 1608 ""
"293" 1608 "Some among the details of this chapter did not reach me until later,"
"294" 1608 "but I write them here so as not to be obliged to return to them when the"
"295" 1608 "story itself has begun."
"296" 1608 ""
"297" 1608 "Marguerite was always present at every first night, and passed every"
"298" 1608 "evening either at the theatre or the ball. Whenever there was a new"
"299" 1608 "piece she was certain to be seen, and she invariably had three things"
"300" 1608 "with her on the ledge of her ground-floor box: her opera-glass, a bag of"
"301" 1608 "sweets, and a bouquet of camellias."
"302" 1608 ""
"303" 1608 "For twenty-five days of the month the camellias were white, and for five"
"304" 1608 "they were red; no one ever knew the reason of this change of colour,"
"305" 1608 "which I mention though I can not explain it; it was noticed both by her"
"306" 1608 "friends and by the habitue’s of the theatres to which she most often"
"307" 1608 "went. She was never seen with any flowers but camellias. At the"
"308" 1608 "florist’s, Madame Barjon’s, she had come to be called “the Lady of the"
"309" 1608 "Camellias,” and the name stuck to her."
"310" 1608 ""
"311" 1608 "Like all those who move in a certain set in Paris, I knew that"
"312" 1608 "Marguerite had lived with some of the most fashionable young men in"
"313" 1608 "society, that she spoke of it openly, and that they themselves"
"314" 1608 "boasted of it; so that all seemed equally pleased with one another."
"315" 1608 "Nevertheless, for about three years, after a visit to Bagnees, she was"
"316" 1608 "said to be living with an old duke, a foreigner, enormously rich, who"
"317" 1608 "had tried to remove her as far as possible from her former life, and, as"
"318" 1608 "it seemed, entirely to her own satisfaction."
"319" 1608 ""
"320" 1608 "This is what I was told on the subject. In the spring of 1847 Marguerite"
"321" 1608 "was so ill that the doctors ordered her to take the waters, and she went"
"322" 1608 "to Bagneres. Among the invalids was the daughter of this duke; she"
"323" 1608 "was not only suffering from the same complaint, but she was so like"
"324" 1608 "Marguerite in appearance that they might have been taken for sisters;"
"325" 1608 "the young duchess was in the last stage of consumption, and a few days"
"326" 1608 "after Marguerite’s arrival she died. One morning, the duke, who had"
"327" 1608 "remained at Bagneres to be near the soil that had buried a part of his"
"328" 1608 "heart, caught sight of Marguerite at a turn of the road. He seemed to"
"329" 1608 "see the shadow of his child, and going up to her, he took her hands,"
"330" 1608 "embraced and wept over her, and without even asking her who she was,"
"331" 1608 "begged her to let him love in her the living image of his dead child."
"332" 1608 "Marguerite, alone at Bagneres with her maid, and not being in any fear"
"333" 1608 "of compromising herself, granted the duke’s request. Some people who"
"334" 1608 "knew her, happening to be at Bagneres, took upon themselves to explain"
"335" 1608 "Mademoiselle Gautier’s true position to the duke. It was a blow to"
"336" 1608 "the old man, for the resemblance with his daughter was ended in one"
"337" 1608 "direction, but it was too late. She had become a necessity to his heart,"
"338" 1608 "his only pretext, his only excuse, for living. He made no reproaches,"
"339" 1608 "he had indeed no right to do so, but he asked her if she felt herself"
"340" 1608 "capable of changing her mode of life, offering her in return for the"
"341" 1608 "sacrifice every compensation that she could desire. She consented."
"342" 1608 ""
"343" 1608 "It must be said that Marguerite was just then very ill. The past seemed"
"344" 1608 "to her sensitive nature as if it were one of the main causes of her"
"345" 1608 "illness, and a sort of superstition led her to hope that God would"
"346" 1608 "restore to her both health and beauty in return for her repentance and"
"347" 1608 "conversion. By the end of the summer, the waters, sleep, the natural"
"348" 1608 "fatigue of long walks, had indeed more or less restored her health. The"
"349" 1608 "duke accompanied her to Paris, where he continued to see her as he had"
"350" 1608 "done at Bagneres."
"351" 1608 ""
"352" 1608 "This liaison, whose motive and origin were quite unknown, caused a great"
"353" 1608 "sensation, for the duke, already known for his immense fortune,"
"354" 1608 "now became known for his prodigality. All this was set down to the"
"355" 1608 "debauchery of a rich old man, and everything was believed except the"
"356" 1608 "truth. The father’s sentiment for Marguerite had, in truth, so pure a"
"357" 1608 "cause that anything but a communion of hearts would have seemed to him a"
"358" 1608 "kind of incest, and he had never spoken to her a word which his daughter"
"359" 1608 "might not have heard."
"360" 1608 ""
"361" 1608 "Far be it from me to make out our heroine to be anything but what she"
"362" 1608 "was. As long as she remained at Bagneres, the promise she had made to"
"363" 1608 "the duke had not been hard to keep, and she had kept it; but, once back"
"364" 1608 "in Paris, it seemed to her, accustomed to a life of dissipation, of"
"365" 1608 "balls, of orgies, as if the solitude, only interrupted by the duke’s"
"366" 1608 "stated visits, would kill her with boredom, and the hot breath of her"
"367" 1608 "old life came back across her head and heart."
"368" 1608 ""
"369" 1608 "We must add that Marguerite had returned more beautiful than she had"
"370" 1608 "ever been; she was but twenty, and her malady, sleeping but not subdued,"
"371" 1608 "continued to give her those feverish desires which are almost always the"
"372" 1608 "result of diseases of the chest."
"373" 1608 ""
"374" 1608 "It was a great grief to the duke when his friends, always on the lookout"
"375" 1608 "for some scandal on the part of the woman with whom, it seemed to them,"
"376" 1608 "he was compromising himself, came to tell him, indeed to prove to him,"
"377" 1608 "that at times when she was sure of not seeing him she received other"
"378" 1608 "visits, and that these visits were often prolonged till the following"
"379" 1608 "day. On being questioned, Marguerite admitted everything to the duke,"
"380" 1608 "and advised him, without arriere-pensee, to concern himself with her no"
"381" 1608 "longer, for she felt incapable of carrying out what she had undertaken,"
"382" 1608 "and she did not wish to go on accepting benefits from a man whom she was"
"383" 1608 "deceiving. The duke did not return for a week; it was all he could do,"
"384" 1608 "and on the eighth day he came to beg Marguerite to let him still visit"
"385" 1608 "her, promising that he would take her as she was, so long as he might"
"386" 1608 "see her, and swearing that he would never utter a reproach against her,"
"387" 1608 "not though he were to die of it."
"388" 1608 ""
"389" 1608 "This, then, was the state of things three months after Marguerite’s"
"390" 1608 "return; that is to say, in November or December, 1842."
"391" 1608 ""
"392" 1608 ""
"393" 1608 ""
"394" 1608 "<Chapter 3>"
"395" 1608 ""
"396" 1608 "At one o’clock on the 16th I went to the Rue d’Antin. The voice of the"
"397" 1608 "auctioneer could be heard from the outer door. The rooms were crowded"
"398" 1608 "with people. There were all the celebrities of the most elegant"
"399" 1608 "impropriety, furtively examined by certain great ladies who had again"
"400" 1608 "seized the opportunity of the sale in order to be able to see, close at"
"401" 1608 "hand, women whom they might never have another occasion of meeting, and"
"402" 1608 "whom they envied perhaps in secret for their easy pleasures. The Duchess"
"403" 1608 "of F. elbowed Mlle. A., one of the most melancholy examples of our"
"404" 1608 "modern courtesan; the Marquis de T. hesitated over a piece of furniture"
"405" 1608 "the price of which was being run high by Mme. D., the most elegant and"
"406" 1608 "famous adulteress of our time; the Duke of Y., who in Madrid is supposed"
"407" 1608 "to be ruining himself in Paris, and in Paris to be ruining himself in"
"408" 1608 "Madrid, and who, as a matter of fact, never even reaches the limit of"
"409" 1608 "his income, talked with Mme. M., one of our wittiest story-tellers, who"
"410" 1608 "from time to time writes what she says and signs what she writes, while"
"411" 1608 "at the same time he exchanged confidential glances with Mme. de N., a"
"412" 1608 "fair ornament of the Champs-Elysees, almost always dressed in pink"
"413" 1608 "or blue, and driving two big black horses which Tony had sold her for"
"414" 1608 "10,000 francs, and for which she had paid, after her fashion; finally,"
"415" 1608 "Mlle. R., who makes by her mere talent twice what the women of the world"
"416" 1608 "make by their dot and three times as much as the others make by their"
"417" 1608 "amours, had come, in spite of the cold, to make some purchases, and was"
"418" 1608 "not the least looked at among the crowd."
"419" 1608 ""
"420" 1608 "We might cite the initials of many more of those who found themselves,"
"421" 1608 "not without some mutual surprise, side by side in one room. But we fear"
"422" 1608 "to weary the reader. We will only add that everyone was in the highest"
"423" 1608 "spirits, and that many of those present had known the dead woman, and"
"424" 1608 "seemed quite oblivious of the fact. There was a sound of loud laughter;"
"425" 1608 "the auctioneers shouted at the top of their voices; the dealers who had"
"426" 1608 "filled the benches in front of the auction table tried in vain to obtain"
"427" 1608 "silence, in order to transact their business in peace. Never was there a"
"428" 1608 "noisier or a more varied gathering."
"429" 1608 ""
"430" 1608 "I slipped quietly into the midst of this tumult, sad to think of when"
"431" 1608 "one remembered that the poor creature whose goods were being sold to pay"
"432" 1608 "her debts had died in the next room. Having come rather to examine than"
"433" 1608 "to buy, I watched the faces of the auctioneers, noticing how they"
"434" 1608 "beamed with delight whenever anything reached a price beyond their"
"435" 1608 "expectations. Honest creatures, who had speculated upon this woman’s"
"436" 1608 "prostitution, who had gained their hundred per cent out of her, who had"
"437" 1608 "plagued with their writs the last moments of her life, and who came now"
"438" 1608 "after her death to gather in at once the fruits of their dishonourable"
"439" 1608 "calculations and the interest on their shameful credit, How wise were"
"440" 1608 "the ancients in having only one God for traders and robbers!"
"441" 1608 ""
"442" 1608 "Dresses, cashmeres, jewels, were sold with incredible rapidity. There"
"443" 1608 "was nothing that I cared for, and I still waited. All at once I heard:"
"444" 1608 "“A volume, beautifully bound, gilt-edged, entitled Manon Lescaut. There"
"445" 1608 "is something written on the first page. Ten francs.”"
"446" 1608 ""
"447" 1608 "“Twelve,” said a voice after a longish silence."
"448" 1608 ""
"449" 1608 "“Fifteen,” I said."
"450" 1608 ""
"451" 1608 "Why? I did not know. Doubtless for the something written."
"452" 1608 ""
"453" 1608 "“Fifteen,” repeated the auctioneer."
"454" 1608 ""
"455" 1608 "“Thirty,” said the first bidder in a tone which seemed to defy further"
"456" 1608 "competition."
"457" 1608 ""
"458" 1608 "It had now become a struggle. “Thirty-five,” I cried in the same tone."
"459" 1608 ""
"460" 1608 "“Forty.”"
"461" 1608 ""
"462" 1608 "“Fifty.”"
"463" 1608 ""
"464" 1608 "“Sixty.”"
"465" 1608 ""
"466" 1608 "“A hundred.”"
"467" 1608 ""
"468" 1608 "If I had wished to make a sensation I should certainly have succeeded,"
"469" 1608 "for a profound silence had ensued, and people gazed at me as if to see"
"470" 1608 "what sort of a person it was, who seemed to be so determined to possess"
"471" 1608 "the volume."
"472" 1608 ""
"473" 1608 "The accent which I had given to my last word seemed to convince my"
"474" 1608 "adversary; he preferred to abandon a conflict which could only have"
"475" 1608 "resulted in making me pay ten times its price for the volume, and,"
"476" 1608 "bowing, he said very gracefully, though indeed a little late:"
"477" 1608 ""
"478" 1608 "“I give way, sir.”"
"479" 1608 ""
"480" 1608 "Nothing more being offered, the book was assigned to me."
"481" 1608 ""
"482" 1608 "As I was afraid of some new fit of obstinacy, which my amour propre"
"483" 1608 "might have sustained somewhat better than my purse, I wrote down my"
"484" 1608 "name, had the book put on one side, and went out. I must have given"
"485" 1608 "considerable food for reflection to the witnesses of this scene, who"
"486" 1608 "would no doubt ask themselves what my purpose could have been in paying"
"487" 1608 "a hundred francs for a book which I could have had anywhere for ten, or,"
"488" 1608 "at the outside, fifteen."
"489" 1608 ""
"490" 1608 "An hour after, I sent for my purchase. On the first page was written"
"491" 1608 "in ink, in an elegant hand, an inscription on the part of the giver. It"
"492" 1608 "consisted of these words:"
"493" 1608 ""
"494" 1608 "Manon to Marguerite."
"495" 1608 ""
"496" 1608 "Humility."
"497" 1608 ""
"498" 1608 "It was signed Armand Duval."
"499" 1608 ""
"500" 1608 "What was the meaning of the word Humility? Was Manon to recognise in"
"501" 1608 "Marguerite, in the opinion of M. Armand Duval, her superior in vice or"
"502" 1608 "in affection? The second interpretation seemed the more probable, for"
"503" 1608 "the first would have been an impertinent piece of plain speaking which"
"504" 1608 "Marguerite, whatever her opinion of herself, would never have accepted."
"505" 1608 ""
"506" 1608 "I went out again, and thought no more of the book until at night, when I"
"507" 1608 "was going to bed."
"508" 1608 ""
"509" 1608 "Manon Lescaut is a touching story. I know every detail of it, and yet"
"510" 1608 "whenever I come across the volume the same sympathy always draws me to"
"511" 1608 "it; I open it, and for the hundredth time I live over again with the"
"512" 1608 "heroine of the Abbe Prevost. Now this heroine is so true to life that I"
"513" 1608 "feel as if I had known her; and thus the sort of comparison between"
"514" 1608 "her and Marguerite gave me an unusual inclination to read it, and my"
"515" 1608 "indulgence passed into pity, almost into a kind of love for the poor"
"516" 1608 "girl to whom I owed the volume. Manon died in the desert, it is true,"
"517" 1608 "but in the arms of the man who loved her with the whole energy of his"
"518" 1608 "soul; who, when she was dead, dug a grave for her, and watered it with"
"519" 1608 "his tears, and buried his heart in it; while Marguerite, a sinner like"
"520" 1608 "Manon, and perhaps converted like her, had died in a sumptuous bed (it"
"521" 1608 "seemed, after what I had seen, the bed of her past), but in that desert"
"522" 1608 "of the heart, a more barren, a vaster, a more pitiless desert than that"
"523" 1608 "in which Manon had found her last resting-place."
"524" 1608 ""
"525" 1608 "Marguerite, in fact, as I had found from some friends who knew of the"
"526" 1608 "last circumstances of her life, had not a single real friend by her"
"527" 1608 "bedside during the two months of her long and painful agony."
"528" 1608 ""
"529" 1608 "Then from Manon and Marguerite my mind wandered to those whom I knew,"
"530" 1608 "and whom I saw singing along the way which led to just such another"
"531" 1608 "death. Poor souls! if it is not right to love them, is it not well to"
"532" 1608 "pity them? You pity the blind man who has never seen the daylight, the"
"533" 1608 "deaf who has never heard the harmonies of nature, the dumb who has never"
"534" 1608 "found a voice for his soul, and, under a false cloak of shame, you will"
"535" 1608 "not pity this blindness of heart, this deafness of soul, this dumbness"
"536" 1608 "of conscience, which sets the poor afflicted creature beside herself"
"537" 1608 "and makes her, in spite of herself, incapable of seeing what is good, of"
"538" 1608 "bearing the Lord, and of speaking the pure language of love and faith."
"539" 1608 ""
